date,riseStart,riseEnd,stableStart,stableEnd,start,end
20171116,115,144,937,1249,6204,8078
20171116,120,149,980,1306,8327,10287
20171116,77,106,924,1232,10500,12349
20171116,111,140,965,1286,15925,17855
20171116,82,111,909,1212,18109,19927
20171116,122,151,815,1087,20252,21883
20171116,100,129,819,1092,22129,23767
20171116,595,624,845,1126,27683,29373
20171116,86,115,732,976,29602,31066
20171116,629,658,825,1100,42073,43724
20171116,323,352,730,974,44319,45780
20171116,514,543,737,983,46019,47494
20171116,77,106,779,1039,47789,49348
20171116,71,100,870,1160,67754,69495
20171116,76,105,985,1313,72958,74928
20171116,72,101,1000,1334,75148,77149
20171116,63,92,876,1168,79426,81178
20171114,102,131,1017,1356,3251,5286
20171114,147,176,936,1248,10720,12592
20171114,85,114,1409,1879,14065,16884
20171114,114,143,1185,1580,24787,27157
20171114,121,150,1016,1355,39256,41289
20171114,210,239,991,1321,44874,46856
20171114,115,144,906,1208,47111,48923
20171114,210,239,908,1211,53039,54856
20171114,96,125,860,1146,55099,56819
20171114,75,104,749,999,57079,58578
20171114,98,127,827,1103,63783,65438
20171114,200,229,862,1149,66532,68256
20170408,106,135,647,862,17932,19226
20170408,46,75,717,956,20976,22410
20170408,76,105,608,810,22637,23853
20170408,118,147,634,846,29801,31070
20170408,104,133,831,1108,36992,38654
20170408,93,122,891,1188,41138,42921
20170408,104,133,836,1114,43887,45559
20170408,108,137,838,1117,45761,47437
20170408,105,134,862,1150,48168,49893
20170408,109,138,727,969,50109,51563
20170408,79,108,807,1076,52119,53734
20170408,111,140,819,1092,54265,55903
20170408,79,108,834,1112,56123,57792
20160719,88,117,746,994,3249,4741
20160719,74,103,809,1078,4979,6597
20160719,65,94,794,1058,9840,11428
20160719,70,99,807,1076,11671,13285
20160719,61,90,953,1270,14850,16756
20160719,788,817,834,1112,17098,18767
20160719,81,110,791,1054,27782,29364
20160719,142,171,756,1008,29550,31063
20160719,54,83,694,926,31224,32613
20160719,164,193,643,857,33274,34560
20160719,132,161,629,839,34705,35964
20160719,47,76,604,806,36127,37336
20160719,155,184,608,811,38084,39301
20160719,186,215,612,816,39479,40703
20160719,54,83,620,827,40850,42091
20160719,66,95,658,878,50465,51782
20160719,96,125,797,1062,54781,56375
20160719,190,219,1054,1405,56595,58703
20160719,155,184,1831,2441,60118,63780
20170802,786,815,1084,1445,41636,43804
20171011,145,174,907,1209,74241,76055
20171011,133,162,1029,1372,80069,82128
20160419,315,344,1138,1518,10745,13022
20160419,281,310,1222,1630,17049,19494
20160419,142,171,930,1240,22253,24114
20160419,92,121,924,1232,35130,36978
20160419,74,103,947,1263,42471,44366
20160419,153,182,1139,1519,58660,60939
20160419,68,97,1230,1640,75776,78236
20160419,391,420,1017,1356,79509,81543
20170222,172,201,878,1171,488,2245
20170222,82,111,801,1068,2571,4174
20170222,121,150,816,1088,16476,18108
20170222,170,199,829,1105,18679,20337
20170222,114,143,869,1159,20608,22347
20170222,234,263,917,1222,22691,24525
20170222,197,226,943,1257,25075,26961
20170222,128,157,774,1032,71399,72947
20170222,231,260,820,1093,73195,74835
20170222,114,143,710,946,75004,76424
20161207,90,119,970,1294,53060,55001
20161207,466,495,1019,1358,64853,66891
20161207,105,134,987,1316,68192,70166
20161207,103,132,940,1253,71950,73830
20161207,55,84,783,1044,77396,78962
20171202,85,114,864,1152,13676,15404
20171215,76,105,924,1232,81183,83031
20170105,230,259,873,1164,835,2582
20170105,120,149,985,1313,7553,9523
20170105,89,118,766,1021,14594,16126
20170105,87,116,912,1216,18856,20680
20170105,70,99,965,1287,39638,41569
20170105,626,655,1351,1802,57988,60691
20170105,116,145,1120,1494,61410,63651
20170105,62,91,1060,1414,64943,67064
20170105,166,195,995,1326,71437,73427
20170105,187,216,1015,1354,73653,75684
20170105,113,142,1036,1382,75872,77945
20170105,179,208,972,1296,80048,81993
20170105,84,113,935,1246,82235,84105
20170125,91,120,1546,2061,16234,19326
20170125,16,45,948,1264,26091,27987
20170125,194,223,999,1332,29161,31159
20170125,145,174,871,1162,31389,33132
20170125,698,727,806,1075,34364,35977
20170125,193,222,881,1174,49310,51072
20170125,65,94,989,1319,68971,70950
20160206,239,268,748,998,2897,4394
20160206,195,224,708,944,8263,9680
20160206,166,195,723,964,13744,15190
20160206,97,126,848,1131,77859,79556
20171225,154,183,880,1173,12090,13850
20171225,110,139,860,1146,17631,19351
20171225,88,117,808,1077,38714,40330
20171225,136,165,984,1312,45503,47471
20171225,81,110,914,1219,50413,52242
20171225,126,155,1089,1452,59965,62144
20171225,99,128,955,1274,82876,84787
20171221,135,164,1371,1828,7121,9863
20171221,92,121,1061,1414,10286,12408
20171221,97,126,955,1273,16817,18727
20171221,444,473,1086,1448,19017,21190
20171221,279,308,1129,1505,24193,26451
20171221,109,138,822,1096,43957,45601
20171221,68,97,705,940,48241,49652
20171221,63,92,619,825,50101,51339
20171221,130,159,887,1183,57356,59131
20171221,100,129,799,1065,63104,64702
20170214,109,138,1113,1484,5703,7929
20170214,149,178,1178,1571,8472,10829
20170214,117,146,1225,1633,33905,36355
20170214,114,143,1263,1684,36569,39095
20170214,48,77,1379,1838,39314,42072
20170214,797,826,1990,2654,43776,47757
20170214,97,126,1151,1534,48673,50975
20170214,120,149,1286,1714,51223,53795
20150911,293,322,809,1078,14690,16308
20170218,660,689,1912,2549,3840,7664
20170218,83,112,1627,2170,15135,18390
20170218,2305,2334,2719,3625,23657,29095
20170218,124,153,2898,3864,54176,59973
20160509,97,126,920,1226,2500,4340
20160509,88,117,891,1188,4593,6376
20160509,89,118,1023,1364,6646,8692
20160509,95,124,915,1220,13239,15070
20160509,83,112,920,1227,15327,17168
20160509,138,167,837,1116,18482,20156
20160509,97,126,885,1180,20416,22187
20160509,95,124,909,1212,22436,24255
20160509,56,85,1040,1386,26256,28336
20160509,26,55,1041,1388,36869,38952
20160509,75,104,795,1060,39326,40916
20160509,128,157,804,1072,41429,43038
20160509,67,96,863,1151,43469,45196
20160509,246,275,860,1147,46351,48072
20160509,88,117,887,1182,50645,52419
20160509,81,110,1044,1392,58982,61071
20160509,198,227,971,1295,66725,68668
20160509,156,185,1015,1354,72141,74172
20160509,120,149,984,1312,77203,79171
20160509,144,173,914,1218,82193,84021
20160623,102,131,835,1114,2881,4552
20160623,77,106,831,1108,11025,12687
20160623,108,137,788,1051,12978,14555
20160623,89,118,683,910,16096,17462
20160623,72,101,677,902,17693,19047
20160623,88,117,631,842,19273,20536
20160623,84,113,748,998,21661,23158
20160623,99,128,759,1012,23404,24923
20160623,93,122,786,1048,25158,26731
20160623,71,100,756,1008,46279,47792
20160623,50,79,803,1070,48009,49615
20160623,172,201,761,1014,50646,52168
