tag,稳定段总推进力,稳定段刀盘扭矩,稳定段推进速度
74,16575.179652622766,3216.0113967584102,51.24333595742985
75,16219.241344105114,2994.6161291679127,48.98687364496112
76,16495.187594364466,2916.4012634963133,44.04021791608146
77,17027.45542102477,2498.2281551791903,37.69320296457906
78,16681.37765945551,2376.6512113381887,36.81355576842796
79,17021.629816568653,2582.368155514907,45.39988631701313
80,5502.607525102244,855.5725556444002,62.213324834836406
81,7523.065801241582,1480.0424689604376,67.19629399463383
82,6859.639636890308,1451.5021923168285,64.65605534733953
83,14510.475010222968,3059.490711222667,57.52683125645661
84,15339.288935490426,3157.021952899205,60.560383173771676
85,15034.506530060165,3176.784070245151,61.44781704606681
86,16025.560166093335,3141.4811538979607,52.95467662052387
87,15310.806275500741,2960.9310067287183,62.298739741747035
88,14459.19246223174,2839.849488040051,61.16829672204443
89,15398.61352688842,3269.417317209068,62.66610549271472
90,12991.665934486276,2892.8551188392526,61.183280786350146
91,14708.963152937904,2913.7674232655745,65.48582088137135
92,12418.148831551534,3042.7154879385967,74.86081414473684
93,13348.706210815048,3105.8409886853447,70.39662060393809
94,13157.0589887291,3117.4346224062,65.92114568819666
95,13529.03802239405,3192.93251936403,71.9448676958476
96,15898.246734897417,3133.4790892441583,60.02377143094605
97,12240.351087908879,2798.885121568341,99.58452741676402
98,9787.115921910034,2681.1534834378504,98.49205393427691
99,9576.32106031813,2381.893417220932,94.94308884079392
100,12165.390390130538,2820.0148307703716,85.52911763251582
101,10989.199073585303,2864.54326677752,98.86620433910473
102,12257.649022577092,2637.331798939978,96.64964852354075
103,11847.416552294482,2748.031631607193,97.21256070523648
104,11472.061765491453,2833.307393913595,95.63343850160257
105,11536.640369333423,2780.093768860649,92.46697290772532
106,12410.402821900934,3024.4871496936594,89.38371409815872
107,11233.315558819731,2845.253605614024,86.83223301911157
108,11874.472494164938,2697.398037352503,86.3372098677386
109,10457.626629125292,2415.7861807279496,87.91625292056075
110,12021.833840990823,2212.6324879479785,84.50217982700893
111,11793.631600621235,2233.0117736571283,81.5665827371988
112,10106.209539694864,1559.1030942572922,45.07545146004098
113,13150.540070187997,2399.4324586419943,84.32938558266932
114,12245.086762927827,2475.6501668294272,84.50655691964286
115,11453.23828125,2336.6689982768917,86.021484375
116,16113.211744870821,2775.2648332126237,62.10466434745441
117,13415.739393754438,2429.3949751420455,61.49176025390625
118,10100.855348307292,2066.2044462076824,69.5486376953125
119,11708.349869791668,2206.9825203450523,68.3249609375
120,12405.09679186022,2187.1786247459618,70.90931495460305
121,11829.644520749327,2272.738546391969,72.29817183299731
122,14087.023779124338,2724.6319429107775,71.82935346731449
123,13996.697780299832,2781.383379137194,71.11419017894848
124,13671.774231557378,2258.881495741547,57.395022733094265
125,13930.073823816636,2521.0571935317093,63.62885419060202
126,13481.74476118311,2562.464019060932,65.12821710388796
127,15223.3325,2081.731117466518,51.89928850446429
128,12817.942149420205,2444.692502579599,60.14486751916274
129,15139.69724439538,2911.9245578931727,71.90958305027173
130,14096.565620510057,2736.3877645324474,74.51755567528735
131,14248.507958984375,2826.195644906851,75.72850060096154
132,15470.029700716635,2923.352437184269,75.63668387276786
133,16548.838288483796,3058.235142686632,72.44193250868055
134,16368.261978509048,2761.4107719447074,65.80807587594697
135,11843.437313304228,3080.2091010598574,76.79721787396599
136,13224.935049239702,3113.9631572153376,76.7688858207615
137,13757.509624933793,3109.8381389036017,95.23877160023835
138,14172.839071763834,3202.944285758399,75.9500409152668
139,15489.273161368534,3061.882282967403,62.93748147898707
140,16681.780368645545,3243.2639377774635,51.11717117862117
141,15898.724647797131,3116.357421074539,63.94459848872951
142,13553.027475210336,3303.1519315279447,73.6508563701923
143,13848.21124973427,2978.359788544324,76.1163255341199
144,13580.305501731531,3038.167490775478,66.79446709061675
145,11354.785697642545,2580.5081894188597,75.75050884046053
146,12318.278948392117,2773.943210459349,81.97786525868776
147,17414.542952309555,3010.4387938631103,56.691697245896464
148,16338.20499507423,3049.6157899560117,50.41116717833578
149,16022.778030359264,2989.4993655823187,48.1927330760095
150,16086.024316118179,3082.258139461191,61.332843611725664
151,13874.036654109208,3042.532760022798,70.94388935998666
152,11916.134165279202,2561.8981553374742,88.546875
153,11916.07812875601,2977.097519155649,85.27725360576923
154,11434.641857147217,2798.544774055481,83.9828052520752
155,10707.238160638695,2425.089338933329,81.54912381723108
156,13600.085611979166,2922.0935524929773,71.87268477879213
157,11003.08806442002,2470.2543086682335,80.64084017478814
158,13467.2777684878,2464.045649280287,65.98349542487158
159,13998.562896426361,2426.6493947246286,66.22227432704207
160,11301.407368544991,2102.424008200355,67.74470162898936
161,10554.051809210527,1877.5216840012629,76.88003333529136
162,8640.420097351074,1569.9378972053528,81.67029762268066
163,8211.547501929012,980.5449806495949,71.0829490379051
164,9708.804174898229,1883.7834888911339,77.968435704023
165,10639.148836171582,1725.4360726460088,77.25684142380618
166,8664.038673343515,1482.4315213081532,70.53069012864192
167,10328.142691115703,1703.152672633652,75.12926338132748
168,8958.520297759434,1527.754884194428,72.39854805424528
169,10956.998314144737,2022.794260982045,71.16284950657895
170,11905.403061159992,2311.971738154834,70.86238053701456
171,11577.839374105439,2155.2027648459866,71.87259213979007
172,9609.269856770834,1849.1989992831616,69.94178025265957
173,8742.20836375584,1847.704019992151,66.5682019385222
174,11742.647548190507,2528.4822935124034,70.46463232925258
175,7369.66163451729,1890.500776467864,69.19170827963917
176,10270.655145913875,2544.383339373926,72.19216132409794
177,12978.66832072659,2886.9209476107003,72.70976597007508
178,14010.070499292156,3024.642241407561,68.53566419358222
179,14645.798908116467,2952.439904743494,72.15087890625
180,12209.506804249631,2546.916290733315,68.46452831167035
181,13469.86979939089,2748.241859772246,68.90376224841101
182,11781.701723040956,2669.2173202977037,75.42456609552556
183,13255.459106445312,3019.5565374037797,73.51433069565716
184,16155.43174563172,3076.5464085951503,70.85585727486558
185,16461.5540388607,3058.056681164956,72.17865688422509
186,16817.842720555054,3085.440919731498,69.47303347811372
187,11168.610430372806,2803.810002912555,76.96512643914474
188,11274.953072870328,2718.652798146964,75.25558135008897
189,11971.973011997768,2683.111856515067,78.03633858816964
190,11750.303839057944,2765.3391533231597,79.98239696269133
191,13550.850444240195,2836.9727960324753,79.32741268382352
192,15433.744859850085,2841.94785205738,70.80884448902027
193,15206.451392389114,2866.356668189264,69.73050340221774
194,15087.296191728548,2942.6291930950906,70.83571028001238
195,15320.684885660807,3005.735144721137,73.85134887695312
196,15742.276693960337,3085.1876061072717,76.97511080228365
197,15468.60549868295,3087.2958086386493,78.171212733477
198,15444.522036345108,2998.066162109375,76.96642535665761
199,15372.297779605264,3029.9507598341556,78.0249845805921
200,14678.01111388949,2942.366282743566,78.04751872026384
201,15561.905210072757,3107.2707659306416,79.10573339098282
202,15560.986394457546,3110.7844496241155,76.97878279775944
203,16499.32108328683,3130.0230660574775,76.61890869140625
204,15339.624698464911,2944.6358227110745,76.43909847861842
205,14372.271385822822,2699.489594905748,75.16253046158256
206,14045.942353473713,2824.9975470677978,75.74589466537017
207,15179.87567915483,2967.74306418679,77.40062588778409
208,14885.758709161932,2992.966338556463,79.094384765625
209,11646.402548444323,2085.926830375038,51.99240285548581
210,13626.073089713058,2516.682318591717,75.01855831784387
211,11116.435858718487,2156.654971852022,78.48554030987395
212,9813.987068684895,2097.309312947591,76.5821044921875
213,10233.340581293707,2056.560739797312,76.52263849431819
214,9507.783709226733,1923.5991897026117,76.6872433850365
215,8845.773695591517,1597.003134591239,76.51654227120535
216,9138.47695904356,1423.7645433830492,75.49986683238636
217,11862.465426974826,1867.0770729912651,79.18351236979167
218,9170.985052614797,1598.6643448394982,75.94019052933673
219,8233.68533842745,1713.5955453616136,72.61848101699562
220,10721.414630268895,2124.159020002498,78.44560206213663
221,10452.929308071258,1847.6204997263137,74.84586484872611
222,12131.87453654661,2099.0491681287517,75.78748179290254
223,6412.672498914931,1539.1168585883247,69.26500592912946
224,6519.167094009183,1265.1919801540284,77.43134904472748
225,8762.075247099905,1576.2131353821417,80.16559392755681
226,8858.421339968418,1584.62146905128,77.57472780917553
227,9453.007645769818,1727.8904415967988,76.76681592987805
228,9032.674160523035,1596.7104337450485,77.08212065360915
229,6822.7573887087265,1422.6804268315154,77.11814333357901
230,7507.146488938376,1450.2923914829148,77.08256972838785
231,15141.574690934065,2397.946941669171,49.45792598514767
232,13854.091803883823,1940.1408451938173,49.50127910997308
233,12828.121805481991,2386.6255962134755,51.78932733050848
234,15868.704007919521,3367.0223316210045,79.83310145547945
235,15788.078330592105,3235.37612257962,76.5318270596591
236,15503.273171164772,3328.3623701031697,79.2536679500598
237,14769.348457845052,3353.343845621745,77.1930419921875
238,14069.799233911244,3300.979399659318,77.61306720890411
239,15714.768006441886,3249.5192978172972,80.93198756167763
240,16513.55589715149,3388.410603338799,74.76566719714506
241,17461.330182210033,3289.60735988318,63.15648112999608
242,18512.695275878905,2662.8312759399414,65.60145721435546
243,15904.407835092117,3075.3245166380016,74.65677836403918
244,17571.25735706278,3036.6756006078335,77.93145450882848
245,16627.48622383192,2997.591948574029,81.10892464350728
246,15417.776949179293,3031.099960789536,88.79573567708333
247,15922.36141564711,3027.696905172096,79.00055046801297
248,17015.548561789772,3075.4831192527663,78.88447826330741
249,15629.899344308036,2792.1407557896205,54.80355130709135
250,16011.906507554944,2740.258355109246,54.94583834134615
251,14555.735821655624,2683.814178204468,56.220690533219916
252,12175.112096399695,2711.3448716810535,75.2659408462631
253,14701.890672508445,2715.081310045397,55.33900575380068
254,14653.402041955174,2773.581651871128,58.33241845845481
255,13566.952543839165,2619.510852979577,49.48651786472487
256,15643.9536352759,2677.9490488413217,45.9520362647804
257,14200.174193195093,2474.4179253979264,45.284699912383175
258,13815.809036330049,2474.395331321679,45.28643107296798
259,13345.465644426244,2518.7100370673725,55.13634860131048
260,14174.703298375227,2955.7686564127603,73.61519722316577
261,14465.634623344371,2945.0939682714197,66.97808878311258
262,14323.66746727196,2849.8721717628273,68.45501379064612
263,12436.935228587963,2767.512600368924,74.16904839409722
264,9282.932787181713,2236.127739348235,79.779248046875
265,9610.356229188012,2124.121939737289,82.76365386462602
266,9850.28213562753,2166.1403423108554,83.6686309938006
267,10152.931353635204,2391.6374242665815,82.33130978954081
268,8516.618341445923,2035.1961584091187,78.94866371154785
269,8295.410598028273,2120.6556658063614,82.84856305803571
270,12637.998472045068,2667.9275887417957,61.649937220982146
271,11510.476577582047,2927.8110690908543,80.51147178149131
272,11264.910167649563,2707.797237886065,78.11815646279183
273,10522.601729230182,2780.552539856453,84.33144173971037
274,13089.547368893678,2971.361895915649,78.12473060344827
275,9564.056568414393,1994.9917645521566,69.70934027013644
276,10774.20428722077,2271.5679871301686,68.98361937084125
277,13602.264247720364,2408.482913124525,55.81184252707067
278,14767.8828125,2667.4916219590586,64.91779568829114
279,15679.996156465022,2469.6585502974485,61.76647613245413
280,17463.673666294642,3308.960117885045,63.37399135044643
281,19035.869,3647.34852734375,65.67837890625
282,18363.468143203885,3475.9436359096885,67.19837492415049
283,15461.172767275855,3284.9034511021205,71.6809823172433
284,14131.34736107433,3441.7630035917637,74.51059322033899
285,13418.548256093245,3224.747916508647,76.67779126213593
286,14367.023727373018,3156.7968510784403,63.972736457582855
287,16349.231304985336,3050.479976888975,60.06466361574414
288,16844.45948791504,3381.154931386312,59.76955032348633
289,16221.511020811264,3036.0104649430614,60.22259831832627
290,10076.893506395947,2256.130615234375,72.51801274896978
291,12863.342374648311,2552.534235423784,67.53891962670819
292,11014.138473923142,1960.0241645606789,67.38598962732263
293,10692.70040073827,2111.097987301527,70.73746586771844
294,10708.096083436469,2367.5980413959364,69.9952283802599
295,10824.648545359141,2316.7983165228543,66.39594070662314
296,13730.840411171635,2882.4818305619265,70.64321871416284
297,12498.628610942178,2522.6481633900166,58.980052102825596
298,9321.713556281888,1933.6274419044962,76.8731764190051
299,9985.868230646307,2077.689298687559,78.00528786399148
300,9607.752239637139,2546.092335598528,76.07232010266013
301,10568.087969198994,2540.332425055376,78.71608970905173
302,8722.587968968634,2102.8836984207383,56.9314748280084
303,12820.71780589124,2738.16760954612,63.48469953738671
304,11824.679458342735,2493.744802536947,72.78830804377256
305,9137.652791922434,1758.0691484723773,73.39037214006696
306,10580.963611421132,2162.0717241974917,70.84803989955357
307,15378.965628201844,2712.8136918865266,66.46029713114754
308,14847.91857602416,2796.9391918876927,54.738621815913866
309,16362.121456544211,2822.9468810879853,49.244710907681295
310,16965.215522549257,2378.989448330507,47.68363538638566
311,14352.450331439393,2989.7351236979166,60.59359463778409
312,19511.774599004424,2599.160270110274,32.19087735066372
313,18587.234834558825,2563.25464400604,33.27113396139706
314,18287.383480394245,2172.747192549121,26.76477483182902
315,14191.128225911458,2945.9193725585938,62.7980908203125
316,16271.924898481639,2817.731007376633,54.48000115863348
317,16293.013926630434,2794.734601702009,62.74961180124224
318,11430.046681958576,3012.589299638142,81.665283203125
319,16839.0704397713,2917.2384586955673,48.83578697720865
320,17740.99321791705,2700.1671770881203,37.8495402616613
321,15251.0651166867,2699.1256209935896,49.28147911658654
322,9784.18024040671,2246.2247924804688,73.71693689682904
323,9621.907016807878,2037.8646639971666,76.07159509793134
324,18106.45022346175,2625.594383899494,40.29126138962029
325,15281.711348817022,2705.3208304314035,50.02241930111434
326,13592.200849260602,2590.6170182001024,55.699070521763396
327,13743.329217678163,2713.743648622094,61.48405196027058
328,17034.804261198722,2896.090074285265,60.63369684839396
329,16533.2252249053,3000.453079870975,66.82720614346592
330,18820.742710950588,1973.4651097692238,31.99268314227387
331,13855.26360649261,1362.8779079513333,24.10426265357906
332,19347.969463357997,2886.2928469871695,52.27803004959068
333,17136.330231254622,3176.2197215063334,67.09500537398299
334,15303.290204581568,2770.835360252251,61.508784924523304
335,16752.554832374655,2949.21737234933,54.90955126416552
336,15510.531674194335,2831.650131225586,60.14442901611328
337,15211.98173754143,2952.014374704072,68.99798029119319
338,16073.613570851294,2921.0138916015626,66.01277444773707
339,15249.138579577935,2935.546909983565,67.47010468273628
340,15687.655808451938,2982.785901563789,69.21293413521039
341,16014.846374322755,3006.1475130913796,68.13562880950077
342,15008.906066674188,2840.1006793631545,74.47182599560018
343,14870.158946161684,2930.3034951030345,76.9144923997962
344,15256.953199846032,2963.888187157847,77.8420748745438
345,8758.424118768602,1473.3365425230966,72.2529529389881
346,8334.28238208912,1559.5484194155092,72.613427734375
347,9511.334085623956,1722.9224012496081,70.13891356605352
348,9203.450099108388,1972.8559102905726,79.13320639230948
349,9875.634288357613,1830.5290330012042,74.161250293703
350,11140.293739286657,2023.7893787496703,74.91876607001582
351,10277.246861049107,2048.343585250969,74.83266087582237
352,10555.6893946044,2102.1733256707926,75.84887420997191
353,11606.25516981751,2169.133079936486,77.1701380605916
354,14023.879730037384,2562.970933785468,66.67334733272622
355,11989.147596373175,2423.4253704878533,71.92353943316606
356,14348.407080078125,2660.7632853190103,63.94554443359375
357,16179.35724903208,2973.79774029487,64.98488272607854
358,17784.719330474214,2794.842506248634,55.64571097847465
359,17494.314453125,2895.981824617485,57.81091012921713
360,8689.500946163667,1600.4217643292498,80.01413735712549
361,9103.99539938807,1889.0976957023825,77.55161299904942
362,10582.99150206368,2085.496042158019,73.23047427771226
363,11555.852143877675,2142.86964505563,77.77497834083171
364,12096.166742092226,2018.9434898810657,71.48768578506098
365,10656.326147017046,1794.739649325284,72.62813565340909
366,10782.852280256184,1727.3182032285226,74.26408423973056
367,12599.250868500256,2474.3863825563526,75.38540399269979
368,10320.820351099308,2086.56665569803,75.11778964920948
369,8032.213092545818,1319.9196697034333,27.881954336524906
370,11204.539397960401,1947.9031292864383,64.52985597566794
371,12144.330485983455,1928.8572962143842,56.04231100643382
372,13679.248699437792,1835.7557897835134,44.88538624415888
373,10297.84347472735,1954.6080002752726,60.633756291946305
374,10221.32947358631,1811.6309581938244,66.94070870535714
375,10326.802348889803,1845.635398463199,67.11041902240954
376,8347.745200376157,1924.4943485966435,64.6759765625
377,8207.572220828555,1567.6929763653957,72.62896896502293
378,9489.3978805542,1732.3173608779907,70.02164840698242
379,9867.074581473214,1592.4066185360864,68.56077008928571
380,8031.341306423611,2218.401810438368,74.18132161458334
381,11282.818403101679,2062.8619648947642,63.883384590718286
382,12104.324391682943,2201.5400674608018,69.18895975748698
383,11032.155169700092,2149.742901588971,75.88196471497253
384,9122.680956305181,2077.7677510201265,75.3669134090381
385,12085.163985978312,2161.8811996232216,72.35318585296176
386,9222.54223541374,1694.5907531052494,75.77456219276685
387,9104.833533225405,1725.0890198914271,73.56529415696293
388,10603.534728773586,1784.119093178803,76.34643462558962
389,9975.982086637126,1741.2680085594975,74.44692309934702
390,10699.162719285876,1818.8319567738888,74.34827144912003
391,18130.78107632562,2589.713376059129,32.2419924722121
392,17343.28848520915,2754.8557205200195,40.73255920410156
393,14821.894673172577,3079.6027882717885,53.09207058282872
394,17723.666945265577,2570.833228492164,40.90587609093468
395,17350.648282137783,2383.270948236639,40.75227355957031
396,18253.246017818576,2746.891803519,45.12339805784287
397,18644.972383014898,3065.3376041076344,49.96642370668717
398,10110.587117513021,1584.8613659086682,67.97659737723214
399,10586.66094226372,1775.4940490722656,64.34428889576982
400,10225.572048611111,1775.7251790364583,66.55091897035257
401,9774.877437991696,1581.6332922448646,64.75801737325175
402,8885.267815290179,1520.40009765625,68.49228515625
403,8564.06075386379,1419.0899744448454,66.68522046959919
404,8922.790841238839,1273.7855718703497,71.69070870535714
405,10543.231335746952,1727.3770763862424,75.30404439786585
406,11273.62108574539,1703.6362114577996,70.35682353035348
407,10877.244358078187,1754.4634782428202,75.36700563006073
408,10931.54610932309,1815.456185274346,70.85595703125
409,13525.08237151568,2323.636285761923,68.72715626361062
410,12344.339815647481,2353.6282151036985,72.80801940478867
411,11963.677251344086,2339.0181740381386,72.56285177251344
412,12410.824645996094,1924.312474337491,67.5865214954723
413,11720.005950055804,2093.771236310686,71.88633858816964
414,11191.330171130952,1794.7839044064892,70.95299047353316
415,14563.610129732377,3096.206592689295,53.777370522601174
416,13538.639222490026,3186.797936405696,80.71980447972075
417,15055.622168892942,3062.3423729544556,61.96219286031151
418,13399.473070790817,3108.1454659598216,94.07105189732142
419,16959.113144667834,3186.0603471235795,70.77142632757867
420,17079.236007984677,3046.7644419604426,59.41585824509298
421,15783.927155454716,3131.943831575131,62.51506654659431
422,15322.065784272694,3087.1465606689453,61.67055402483259
423,14562.60613176735,3096.9898726549436,71.86077125574833
424,12305.750217013889,2706.6000963645006,66.07295929439483
425,15084.764453753014,2996.490668490002,67.02140587319131
426,15078.92881081321,3133.713653564453,60.80903764204545
427,13322.57438465251,3026.5307013905644,70.4874385406612
428,14193.113680310424,3257.9345654459094,65.54154770556478
429,16727.593740402335,3192.4963768811426,51.2183624942414
430,16396.490456081083,3284.526717562289,56.19421716638514
431,15419.50788826778,3146.2909412603267,56.309490335398706
432,13683.128599330357,2340.8157331194197,72.5714617047991
433,14014.459312608507,2456.09513414171,59.2066162109375
434,17191.200238992613,2884.239898194139,63.785961212060705
435,15380.077155242814,2665.4368203193053,71.41211788164199
436,12378.668846558989,2177.817168389367,75.1923828125
437,15797.578503417968,2935.3304275512696,58.377122497558595
438,17165.416632736156,2852.544715110953,58.874060018831436
439,15948.921351066469,2730.345463634673,54.999042038690476
440,15421.977033943966,2681.717277502939,56.230883559463166
441,16486.974168137458,3116.466183684593,65.43530030107974
442,12423.197195030121,2390.7423228068524,67.86809346762048
443,8656.46197099989,1604.317006087556,45.359347393992934
444,13887.247893032962,2656.05328201921,68.5658744916524
445,12943.130359016122,2526.5597074798475,72.51109588946555
446,14008.106822916667,2805.329327799479,69.9675927734375
447,14569.29082994058,2540.9022638025417,69.45313703510124
448,14387.654352762613,2801.7397453583867,42.69919374764684
449,10622.933911820533,1895.591391415663,42.556160940250884
450,14212.61378330721,2980.3072345219434,59.48633577831113
451,13933.126742438046,2855.5820905057058,55.99573216563411
452,13869.52772022192,2979.004539600317,58.22429093070652
453,12791.348241035214,2949.5992507259402,61.1149405420354
454,12985.523702870245,2327.4982905733414,69.32931916610055
455,13667.731809129902,2620.875696997549,69.61310029871323
456,11593.201429578992,2159.5315670437285,73.82074483235677
457,6553.471892944561,742.2800886780574,27.81094641879036
458,6630.787195181747,1056.568555504707,72.02239556093096
459,6785.896432613737,1140.0004990648465,69.32453794445671
460,7546.9171289755095,1169.7247186755458,63.753329662566486
461,8943.373849780988,1455.8447413743788,70.2695904975157
462,9461.092713109314,1589.249792621863,75.2844681316361
463,9402.622457107844,1476.1069891237746,75.30244140625
464,9456.249617346939,1821.6756447305484,78.02060347576531
465,7714.293666561902,1290.4562506547834,74.60199465696839
466,12831.264010184152,2745.3059727260043,71.6461199079241
467,13913.456983173077,2663.2251111778846,63.57128004807692
468,14019.017649048534,2432.8304811616185,64.95717036923882
469,12321.145560694946,3119.3732046409636,72.7524748984657
470,13341.096778620302,2651.1189387701697,66.23955939797794
471,15102.441918616872,3379.225331943666,77.27391045403587
472,13617.997963686343,3042.1325546264648,64.25123697916666
473,15358.83308502907,3315.8404376362646,75.1088617369186
474,13857.633984375,3129.963079474954,61.35672535615809
475,14444.455124480815,2981.7476721654966,62.83506601068038
476,14732.746011800698,2901.201649058949,57.81210732626748
477,13442.485581728746,2919.811498776831,56.16461983112374
478,13745.837649875217,3016.8848037719727,56.231669108072914
479,14118.183729475635,3216.53127482786,51.16390360169491
480,14503.026159731218,3449.791422315212,58.32031376497733
481,14495.849407229409,3381.6543822886297,63.90883945654154
482,11739.501213403239,2701.4844544876455,68.39473726899917
483,8300.052104790495,1990.87632118544,69.04546196744373
484,8845.51721676162,2106.794209284042,73.97031003215253
485,8661.09939474588,2308.397731012477,78.53106219951923
486,12258.252500146851,2185.9348300560973,76.23758921228854
487,10102.153786961037,2427.074435077136,77.03063501285601
488,10204.798336429196,2343.0591622732736,77.9102399065778
489,10882.591122664591,2304.6360349824845,76.66410420373666
490,10992.194118583464,2222.1007776529436,71.69251138812696
491,10190.01611180608,2348.3721418582422,73.26666056929758
492,17641.24070560516,2526.661378503224,33.42989908854167
493,18953.61434953384,2651.532731479483,33.148062521581494
494,19137.32813569229,2740.1546421468693,36.08053432937956
495,19563.109377743152,2229.2722766319016,27.39190125197507
496,19406.30342888684,2265.155401573418,28.784730141207298
497,18802.70137303956,2754.667407318001,39.637939453125
498,17410.615695853223,2643.6185661079207,53.803363080809966
499,15516.27700109649,2727.5819380910775,68.61181640625
500,15595.583186405642,2658.3399339965345,59.87873145671206
501,14440.34016377217,2567.3470195048562,67.62436325485642
502,12589.863802783379,2872.4930546804994,69.58355909778226
503,18453.556023036068,2603.6210059365735,38.31049283596838
504,18686.6932578125,2683.2413837890626,39.273041015625
505,17871.95082259352,2703.684575658645,44.53586372319799
506,15726.823615693476,2074.033940410234,52.76740109873008
507,13275.336114643895,2370.1407635356104,62.300186228197674
508,12602.631637089931,2082.1422759871675,71.44357810732465
509,9617.589077987335,1757.2062020322826,73.5714998623348
510,8278.34699370002,1683.6321137810396,65.16215869633838
511,9597.637812651405,1642.42033398059,77.04627316497093
512,8134.135328169558,1488.124288928826,76.23117610800855
513,11683.210067230017,2398.6293997213143,54.10903619260204
514,16260.898757289833,3059.693309515295,78.30362497249119
515,17109.83499710648,3022.3589730310923,74.51617246685606
516,17730.505264073203,3208.753143728596,78.03093228274828
517,16929.92581527657,2984.672625285823,72.98704948824042
518,6948.55451054794,1036.954159936723,53.880936542064035
519,10591.734521663233,2166.3870675223216,70.99167775583791
520,10599.443240367384,2219.4136801005266,72.11235194052419
521,9690.752714570586,1741.219071821733,70.75215287642045
522,8245.920030006488,1512.6136609773735,68.08370728806229
523,7224.747669247415,1442.1276056303395,72.28859529563849
524,7974.583931998811,1535.0688425875865,69.2662062067474
