date,riseStart,riseEnd,stableStart,stableEnd,start,end
20161227,112,141,467.0,1183.0,6851,8359
20161227,56,85,200.0,220.0,16321,17912
20161227,449,478,981.0,995.0,18155,19748
20161227,44,73,226.0,234.0,19975,21626
20161227,57,86,133.0,137.0,22348,24026
20161227,7,36,1252.0,1255.0,24260,25880
20161227,1774,1803,2182.0,2596.0,48358,51130
20161227,86,115,175.0,181.0,52103,53729
20161227,1,30,584.0,845.0,58290,59896
20161227,40,69,79.0,87.0,66221,68090
20161227,746,775,1221.0,1235.0,68408,70227
20161227,12,41,883.0,885.0,71099,72595
20161227,283,312,1177.0,1180.0,75348,76645
20161227,913,942,952.0,952.0,77192,78596
20161227,4,33,299.0,310.0,80296,81676
20161227,399,428,1217.0,1276.0,83766,85133
20170302,17,46,243.0,605.0,26724,28157
20170302,730,759,1501.0,1504.0,33291,35016
20170316,322,351,880.0,893.0,17479,18670
20170316,155,184,215.0,221.0,26610,28461
20170316,232,261,1293.0,1848.0,35595,37620
20170316,490,519,907.0,1433.0,57828,59461
20170316,1256,1285,1322.0,1329.0,60061,61523
20160105,663,692,701.0,727.0,61665,63032
20160113,149,178,793.0,798.0,27543,29170
20170314,481,510,2577.0,2579.0,10062,13575
20170314,3190,3219,3235.0,3321.0,25055,29722
20170314,27,56,65.0,65.0,31718,35556
20170314,621,650,684.0,4044.0,37750,42096
20170314,758,787,2070.0,2074.0,51045,54238
20161219,300,329,1339.0,1368.0,41056,42557
20161219,114,143,283.0,287.0,67239,68986
20161219,1064,1093,3143.0,3152.0,73467,76728
20171022,8,37,113.0,889.0,6704,8242
20171022,43,72,147.0,150.0,15134,16696
20171022,529,558,978.0,996.0,21634,23341
20171022,973,1002,1065.0,1069.0,27626,29108
20171022,922,951,1462.0,1481.0,70996,72626
20171022,36,65,109.0,642.0,73724,75449
20171022,558,587,1517.0,1528.0,76554,78233
20170328,6,35,229.0,231.0,281,754
20170328,279,308,318.0,336.0,818,1318
20170328,14,43,189.0,197.0,3440,4020
20170328,14,43,81.0,90.0,4115,5037
20170328,177,206,413.0,415.0,5255,5941
20170328,2056,2085,2087.0,2090.0,40965,43451
20170328,285,314,831.0,835.0,49344,51131
20161225,197,226,1092.0,1092.0,38645,40152
20161225,43,72,182.0,707.0,42409,43803
20161225,258,287,896.0,1060.0,46824,47977
20161225,50,79,131.0,133.0,48284,49575
20161225,754,783,1166.0,1193.0,50228,51702
20161225,70,99,142.0,161.0,53838,55473
20161225,17,46,62.0,62.0,59796,61670
20161225,568,597,705.0,1492.0,62324,64279
20161225,544,573,1491.0,1500.0,65087,67023
20161225,186,215,1078.0,1080.0,67415,69221
20161225,8,37,526.0,1025.0,73559,75158
20170102,55,84,206.0,225.0,23438,25544
20170102,241,270,2314.0,2317.0,33386,35823
20170102,2422,2451,2722.0,2723.0,66644,69514
20170102,9,38,742.0,1692.0,75611,77484
20171208,12,41,140.0,147.0,4648,6303
20171208,359,388,841.0,851.0,21205,22643
20171208,5,34,113.0,123.0,46404,48142
20171208,10,39,46.0,1525.0,56911,58632
20171208,157,186,970.0,970.0,64676,66352
20170116,1613,1642,1735.0,1737.0,36459,38361
20170116,680,709,1066.0,1069.0,45066,46509
20170116,566,595,595.0,1006.0,49232,50506
20170116,970,999,1268.0,1281.0,60777,62527
20170116,1162,1191,1235.0,1248.0,64435,66080
20170116,3,32,1229.0,1245.0,71849,73406
20170116,5,34,434.0,451.0,75133,76662
20170116,169,198,1075.0,1079.0,81251,82627
20171220,332,361,969.0,971.0,9943,11729
20171220,849,878,1422.0,1518.0,17113,18816
20171220,942,971,1183.0,1185.0,47751,49273
20171220,30,59,61.0,888.0,49675,51277
20171220,807,836,948.0,950.0,57214,58836
20171220,1,30,1062.0,1071.0,61991,63793
20170710,166,195,288.0,506.0,5046,6753
20160503,229,258,958.0,977.0,1134,3006
20160503,215,244,970.0,990.0,6738,8635
20160503,1319,1348,1441.0,1554.0,69022,70959
20160503,152,181,1730.0,1734.0,71166,73077
20170704,80,109,643.0,659.0,0,1391
20170704,383,412,796.0,813.0,4586,6203
20170704,6,35,686.0,1057.0,49326,50746
20170704,627,656,723.0,820.0,57750,59455
20170704,5,34,114.0,118.0,59932,61529
20160517,4,33,783.0,803.0,548,2429
20160517,5,34,499.0,1145.0,3964,5794
20160517,0,29,609.0,630.0,6050,7928
20160517,222,251,566.0,577.0,8134,10006
20160517,9,38,360.0,362.0,12251,14367
20160517,709,738,1072.0,1080.0,15120,17153
20160517,73,102,712.0,714.0,68336,70778
20170923,22,51,118.0,140.0,466,2508
20170923,6,35,137.0,638.0,4348,6234
20170923,308,337,1475.0,1475.0,6513,8387
20170923,1354,1383,2420.0,2442.0,60147,62908
20170923,885,914,2179.0,2623.0,72048,74882
20160701,608,637,1218.0,1227.0,2939,4697
20160701,27,56,234.0,250.0,9464,11139
20160701,524,553,795.0,795.0,12398,14009
20160701,169,198,569.0,571.0,14281,15716
20160701,673,702,1769.0,1787.0,27635,29595
20160701,255,284,1576.0,1613.0,31333,33099
20160701,6,35,447.0,468.0,33319,35067
20160701,101,130,951.0,956.0,49681,50988
20160701,4,33,785.0,794.0,56661,57906
20160701,30,59,397.0,399.0,60938,62288
20160701,1082,1111,1206.0,1214.0,62467,63826
20160701,251,280,878.0,890.0,64034,65590
20160701,4,33,397.0,870.0,72487,74174
20160701,99,128,1237.0,1246.0,74427,76045
20160715,247,276,2118.0,2138.0,2400,4716
20160715,51,80,114.0,1254.0,20850,24231
20160715,295,324,1097.0,1101.0,24391,27593
20160715,371,400,1793.0,1811.0,70002,73325
20150826,530,559,1201.0,1208.0,98,1682
20150826,181,210,559.0,1201.0,11464,12828
20150826,25,54,416.0,420.0,56671,58428
20160729,4,33,70.0,90.0,1019,2597
20160729,4,33,571.0,573.0,3964,5569
20160729,20,49,213.0,217.0,5840,7552
20160729,4,33,716.0,716.0,13119,15079
20160729,308,337,798.0,1038.0,19195,20532
20160729,135,164,324.0,328.0,78261,79686
20160728,171,200,697.0,699.0,2796,4644
20160728,1160,1189,1614.0,1633.0,5986,7847
20160728,345,374,765.0,770.0,53786,55806
20160728,30,59,1515.0,1523.0,73620,75320
20160728,4,33,202.0,204.0,80254,81869
20160714,856,885,1252.0,1273.0,0,2511
20160714,191,220,1256.0,1809.0,2809,5104
20160714,227,256,1392.0,1613.0,5309,7091
20160714,442,471,1116.0,1141.0,8899,10385
20160714,111,140,880.0,1206.0,17765,19621
20160714,262,291,1475.0,1485.0,19801,21645
20160714,187,216,964.0,1850.0,25100,27168
20160714,303,332,1099.0,1273.0,38014,39665
20160714,578,607,1157.0,1160.0,39885,41459
20160714,9,38,211.0,215.0,46102,47724
20160714,544,573,1472.0,1474.0,50186,51812
20160714,8,37,121.0,376.0,54579,56690
20160714,534,563,1851.0,1861.0,57197,59465
20160714,812,841,920.0,926.0,76089,77955
20160714,95,124,1612.0,1614.0,83127,84987
20170922,296,325,3391.0,3420.0,22868,26528
20170922,638,667,765.0,771.0,35944,39246
20170922,576,605,3254.0,3272.0,43660,47303
20170922,25,54,99.0,1777.0,53253,56291
20170922,829,858,1921.0,1923.0,57509,60748
20160516,416,445,1387.0,1634.0,5558,7634
20160516,840,869,1435.0,1461.0,7855,10078
20160516,223,252,1112.0,1723.0,10273,12416
20160516,5,34,393.0,1141.0,18092,20264
20160516,0,29,1026.0,1030.0,24037,26137
20160516,127,156,1683.0,2017.0,26356,28521
20160516,650,679,994.0,996.0,28900,31117
20160516,5,34,93.0,1467.0,40998,42614
20160516,12,41,78.0,80.0,42880,44447
20160516,106,135,1327.0,1329.0,45179,46649
20160516,63,92,949.0,952.0,46978,48238
20160516,12,41,780.0,782.0,48473,49703
20160516,257,286,1050.0,1070.0,50921,52085
20160516,713,742,1040.0,1047.0,52502,53665
20160516,218,247,1128.0,1131.0,56204,57929
20160516,23,52,315.0,326.0,64012,66053
20160516,139,168,326.0,1536.0,69275,70975
20160516,12,41,316.0,396.0,71552,73105
20160502,541,570,574.0,804.0,312,2034
20160502,12,41,333.0,336.0,2230,4140
20160502,257,286,430.0,1387.0,5242,6999
20160502,834,863,890.0,1088.0,7224,9020
20160502,8,37,724.0,744.0,9256,10966
20160502,960,989,1818.0,1823.0,37369,39563
20160502,8,37,228.0,228.0,39790,41765
20160502,4,33,762.0,781.0,42090,44241
20160502,279,308,1737.0,1742.0,46204,48446
20160502,4,33,416.0,419.0,48844,50958
20160502,0,29,1506.0,1510.0,56776,58752
20160502,503,532,1848.0,1850.0,66523,68655
20160502,1339,1368,1516.0,1524.0,82666,84484
20170711,147,176,176.0,183.0,5466,7140
20170711,226,255,1161.0,1175.0,7550,8882
20170711,854,883,904.0,906.0,9494,10849
20170711,29,58,155.0,155.0,25008,27163
20170711,7,36,207.0,1191.0,38596,40468
20170711,491,520,878.0,1558.0,42197,43915
20170711,71,100,116.0,118.0,45524,47138
20170711,15,44,60.0,63.0,57089,58732
20171221,382,411,2194.0,2196.0,7121,9863
20171221,173,202,1347.0,1359.0,10286,12408
20171221,338,367,691.0,1932.0,19017,21190
20171221,17,46,112.0,769.0,43957,45601
20171221,444,473,1573.0,1598.0,57356,59131
20171221,10,39,926.0,1027.0,63104,64702
20170117,65,94,154.0,169.0,101,1662
20170117,23,52,136.0,1201.0,8130,9681
20170117,253,282,930.0,935.0,11872,13524
20170103,328,357,830.0,1094.0,236,1998
20170103,568,597,1558.0,1569.0,4142,5923
20170103,383,412,694.0,720.0,6714,8518
20170103,754,783,1364.0,1364.0,10715,12726
20170103,605,634,1379.0,1583.0,21999,24055
20170103,605,634,1027.0,1452.0,45887,47508
20170103,50,79,575.0,1214.0,48568,50145
20170103,247,276,845.0,848.0,50339,51949
20170103,59,88,131.0,828.0,52114,53699
20170103,32,61,109.0,111.0,58677,60766
20170103,632,661,869.0,878.0,61466,63223
20170103,189,218,1386.0,1389.0,63407,65122
20170103,1055,1084,1373.0,1377.0,67280,68888
20170103,197,226,243.0,504.0,71147,72584
20170103,19,48,214.0,238.0,74686,76215
20170103,28,57,437.0,452.0,80677,82191
20161224,1517,1546,1562.0,1589.0,42802,44523
20161224,2909,2938,2961.0,2975.0,78951,82196
20170329,22,51,110.0,181.0,2025,2739
20170329,97,126,177.0,454.0,3089,3942
20170329,13,42,418.0,615.0,4087,4900
20170329,61,90,176.0,767.0,6306,7292
20170329,23,52,119.0,617.0,8423,9301
20170329,361,390,398.0,513.0,9393,10415
20170329,10,39,300.0,302.0,10594,11619
20170329,54,83,344.0,396.0,11845,12780
20170329,156,185,530.0,533.0,12888,13946
20170329,70,99,1901.0,1907.0,14148,16436
20170329,457,486,1221.0,1412.0,20702,22209
20170329,36,65,72.0,74.0,22928,24187
20170329,30,59,277.0,290.0,25608,26729
20170329,45,74,89.0,101.0,27424,28650
20170329,318,347,967.0,969.0,28770,30044
20170329,30,59,162.0,164.0,32185,33465
20170329,768,797,908.0,1230.0,33602,34984
20161230,1511,1540,1634.0,1967.0,5947,8433
20171023,255,284,1100.0,1102.0,4825,6450
20171023,427,456,941.0,943.0,14723,16280
20171023,4,33,79.0,81.0,17040,18546
20171023,127,156,192.0,209.0,24446,26148
20171023,7,36,127.0,1042.0,46533,48072
20171023,30,59,1344.0,1348.0,50078,51636
20171023,786,815,886.0,1333.0,51857,53356
20171023,893,922,1107.0,1115.0,53764,55362
20171023,66,95,179.0,965.0,80243,81792
20170315,572,601,1324.0,1327.0,9309,10944
20170315,365,394,1353.0,1356.0,12273,13773
20170315,104,133,689.0,701.0,13993,15277
20170315,6,35,409.0,1107.0,23601,24961
20170315,6,35,363.0,371.0,60225,61771
20170315,43,72,192.0,588.0,63678,65247
20160106,153,182,558.0,567.0,27224,29165
20160106,1605,1634,1651.0,1674.0,38778,40638
20160106,192,221,877.0,1065.0,56899,58635
20171027,4,33,249.0,260.0,4470,6104
20171027,828,857,887.0,899.0,6351,8213
20171027,799,828,1046.0,1048.0,8641,10408
20171027,18,47,150.0,1553.0,10653,12498
20171027,37,66,148.0,171.0,16401,18217
20171027,240,269,1236.0,1238.0,18498,20501
20171027,185,214,1797.0,1803.0,72847,74842
20171027,4,33,141.0,1348.0,80145,81593
20171027,308,337,1378.0,1380.0,81781,83340
20161220,190,219,1360.0,1362.0,44007,46069
20161220,132,161,275.0,281.0,79258,80886
20170305,43,72,98.0,101.0,668,1571
20170305,1,30,438.0,646.0,3213,4186
20170305,301,330,501.0,504.0,4663,5619
20170305,51,80,449.0,451.0,5722,6650
20170305,18,47,922.0,924.0,7013,8015
20170305,1,30,1171.0,1173.0,12596,13880
20170305,146,175,825.0,839.0,14083,15313
20170305,456,485,1270.0,1271.0,26724,28084
20170305,912,941,1219.0,1226.0,36061,37645
20170305,47,76,255.0,805.0,37949,39619
20170305,1740,1769,1894.0,1897.0,52919,55273
20170305,36,65,196.0,198.0,58546,60864
20161208,57,86,759.0,948.0,12665,13888
20161208,230,259,1345.0,1347.0,16605,18119
20161208,7,36,785.0,877.0,19562,21261
20161208,305,334,419.0,922.0,37389,39082
20161208,36,65,270.0,291.0,59809,61679
20161208,44,73,1030.0,1044.0,67891,69779
20161208,176,205,1199.0,1199.0,78811,80511
20171225,62,91,538.0,1278.0,12090,13850
20171225,4,33,126.0,939.0,38714,40330
20171225,160,189,504.0,1139.0,45503,47471
20171225,517,546,784.0,788.0,50413,52242
20171225,512,541,1756.0,1760.0,59965,62144
20171219,4,33,51.0,53.0,59945,61705
20171219,174,203,823.0,991.0,77960,79440
20170107,109,138,1428.0,1758.0,4392,6287
20170107,510,539,1212.0,1219.0,21348,23219
20170107,413,442,481.0,1475.0,24663,26365
20170107,5,34,476.0,478.0,32468,34368
20170107,556,585,1263.0,1512.0,73667,75286
20170107,1,30,799.0,820.0,75529,77109
20170107,46,75,990.0,1396.0,78623,80221
20170113,513,542,691.0,693.0,17408,19557
20170113,379,408,1745.0,1771.0,20449,22550
20170113,173,202,1203.0,1263.0,48404,50435
20170113,455,484,948.0,948.0,51754,53712
20170113,1128,1157,1255.0,1260.0,53918,55731
20170113,46,75,238.0,240.0,55943,57803
20170113,213,242,1233.0,1235.0,58725,60352
20170113,4,33,190.0,194.0,60534,62145
20170113,204,233,693.0,1504.0,74460,76398
20170113,851,880,1457.0,1490.0,76921,78817
20170113,163,192,906.0,1555.0,79041,80961
20170729,483,512,1167.0,1169.0,3719,5002
20170729,49,78,87.0,109.0,5183,6638
20170729,1,30,1161.0,1164.0,11139,12799
20170729,7,36,82.0,382.0,30124,31677
20170729,794,823,958.0,970.0,31910,33523
20170729,1,30,200.0,799.0,43798,45377
20170729,32,61,72.0,74.0,45619,47185
20170729,29,58,854.0,1183.0,47696,49280
20170729,9,38,99.0,832.0,49499,51124
20170729,6,35,60.0,386.0,51355,52955
20170729,536,565,1014.0,1016.0,55758,57346
20170729,21,50,195.0,751.0,60125,61767
20170729,68,97,634.0,643.0,62000,63675
20170729,2,31,701.0,1242.0,63912,65509
20170729,46,75,227.0,230.0,67733,69348
20170729,1036,1065,1471.0,1471.0,77725,79591
20170729,161,190,213.0,224.0,80072,81922
20160506,558,587,909.0,1667.0,117,1933
20160506,3,32,1106.0,1106.0,2198,4094
20160506,5,34,914.0,924.0,5079,6737
20160506,271,300,1325.0,1530.0,6994,8663
20160506,10,39,159.0,161.0,8917,10481
20160506,4,33,116.0,427.0,11585,13089
20160506,18,47,165.0,1289.0,15771,17425
20160506,10,39,733.0,736.0,18744,20266
20160506,7,36,168.0,339.0,20498,22042
20160506,6,35,160.0,162.0,22306,23870
20160506,11,40,1134.0,1136.0,24331,25830
20160506,10,39,353.0,363.0,28589,30430
20160506,140,169,1022.0,1050.0,39858,41163
20160506,239,268,798.0,807.0,41349,42644
20160506,210,239,971.0,1240.0,47447,48924
20160506,219,248,1402.0,1423.0,53881,55846
20160506,304,333,1622.0,1673.0,58158,59984
20160506,3,32,1178.0,1203.0,60292,61877
20160506,453,482,720.0,723.0,64740,66474
20170715,81,110,271.0,280.0,8720,10570
20170701,46,75,158.0,400.0,14254,15255
20170701,4,33,175.0,201.0,76619,78459
20170926,10,39,950.0,956.0,0,1545
20170926,797,826,1375.0,1384.0,4483,6145
20170926,284,313,1053.0,1071.0,6550,8281
20170926,1191,1220,2423.0,2430.0,40962,43546
20170926,767,796,1165.0,1169.0,45285,47857
20150823,3814,3843,3880.0,3882.0,24596,28906
20150823,579,608,1352.0,1358.0,30344,32580
20150823,83,112,1167.0,1234.0,35650,37909
20150823,155,184,2028.0,2044.0,40616,42896
20150823,561,590,1903.0,2008.0,43772,45930
20150823,62,91,1285.0,1293.0,46513,48130
20150823,1707,1736,1746.0,1749.0,66332,68881
20160704,180,209,626.0,1733.0,16678,18527
20160710,2989,3018,3196.0,3206.0,7872,11244
20160710,584,613,1423.0,1443.0,25045,27008
20160710,1091,1120,1282.0,1285.0,39428,41206
20160710,246,275,1081.0,1089.0,46830,48808
20160710,203,232,391.0,397.0,55708,57784
20160710,496,525,1276.0,2224.0,57949,60384
20160710,283,312,1644.0,1650.0,60776,63140
20160710,442,471,787.0,800.0,76422,78581
20160711,1067,1096,2137.0,2143.0,2787,5077
20160711,5,34,80.0,85.0,5318,7443
20160711,6,35,77.0,79.0,7657,10137
20160711,886,915,1376.0,2036.0,15111,17531
20160711,14,43,73.0,102.0,18038,19804
20160711,1014,1043,1496.0,1515.0,23465,25458
20160711,4,33,889.0,889.0,25726,27583
20160705,459,488,801.0,1159.0,38533,40228
20160705,156,185,1018.0,1021.0,51788,53725
20150822,505,534,1353.0,1357.0,2089,3800
20150822,251,280,1671.0,1673.0,18333,20362
20150822,595,624,1156.0,1160.0,20677,22374
20150822,211,240,327.0,329.0,22707,24431
20150822,208,237,1449.0,1791.0,27262,29210
20150822,4,33,456.0,460.0,34465,36962
20160513,96,125,183.0,1647.0,59104,61131
20160513,224,253,1240.0,1252.0,66355,67932
20160513,166,195,377.0,404.0,76088,77714
20160513,20,49,177.0,182.0,80965,82584
20160507,215,244,483.0,1104.0,466,2188
20160507,679,708,743.0,752.0,2742,4533
20160507,4,33,236.0,245.0,6522,7865
20160507,193,222,1139.0,1142.0,9992,11694
20160507,34,63,1433.0,1441.0,11922,13796
20160507,326,355,1535.0,1803.0,14340,16265
20160507,143,172,1294.0,1296.0,25205,26898
20160507,100,129,1280.0,1284.0,41868,43558
20160507,31,60,1571.0,1573.0,54275,56727
20170728,54,83,526.0,534.0,6092,7820
20170728,248,277,1274.0,1294.0,10692,12376
20170728,6,35,223.0,226.0,12817,14461
20170728,4,33,123.0,1258.0,15154,16771
20170728,407,436,1232.0,1243.0,63388,65033
20170728,597,626,645.0,677.0,65394,67371
20170728,812,841,892.0,896.0,68315,70337
20170728,50,79,765.0,765.0,71635,73231
20170728,5,34,796.0,798.0,73469,75056
20170112,346,375,745.0,1323.0,424,2104
20170112,65,94,123.0,126.0,2383,4204
20170112,290,319,983.0,1461.0,5519,7405
20170112,376,405,759.0,761.0,7630,9501
20170112,3,32,243.0,268.0,9762,11632
20170112,162,191,281.0,302.0,12359,14158
20170112,260,289,1227.0,1461.0,16585,18381
20170112,220,249,386.0,392.0,21772,23641
20170112,170,199,203.0,249.0,23853,25780
20170112,998,1027,1847.0,1888.0,44077,46064
20170112,4,33,375.0,395.0,46593,48392
20170112,25,54,90.0,965.0,48635,50575
